meter,energy_kwh,flow_rate_l_per_h,inlet_temp_degc,outlet_temp_degc,site,timestamp
HM-RC-01,,9.27,,,Royal College,2020-05-01 21:00:00
HM-JW-01,,,,83.07,James Weir Building,2020-05-01 21:30:00
CHP Heat Meter HM-D-01,1350.0,,,,Energy Centre,2020-05-01 21:30:00
HM-GH-01,,,,69.97,Graham Hills,2020-05-01 21:30:00
ACB TX1 MAIN INCOMER,17.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-SC-01,,,89.47,,Strathclyde Sport,2020-05-01 21:30:00
HM-RC-01,,,90.195,,Royal College,2020-05-01 21:30:00
MCP10 - CMAC heating AHUs,2.8,,,,TIC BUILDING,2020-05-01 21:30:00
HM-HW-01,,,,70.405,SIPBS Hamnett Wing,2020-05-01 21:30:00
HM-GH-01,,,77.925,,Graham Hills,2020-05-01 21:30:00
Level 4 Small Power,3.0,,,,TIC BUILDING,2020-05-01 21:30:00
CHP Heat Meter HM-D-01,,109.035,,,Energy Centre,2020-05-01 21:30:00
CMAC Power,3.0,,,,TIC BUILDING,2020-05-01 21:30:00
MCCBA1 PV SUPPLY,0.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-ST-01,,,84.63,,Stenhouse Wing,2020-05-01 21:30:00
HM-TG-02,,,89.475,,Thomas Graham Building,2020-05-01 21:30:00
Level 4 IT,1.0,,,,TIC BUILDING,2020-05-01 21:30:00
TIC AHUs,51.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-RC-01,,18.295,,,Royal College,2020-05-01 21:30:00
BIO Labs,1.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-RC-01,280.0,,,,Royal College,2020-05-01 21:30:00
HM-SC-01,,,,67.55,Strathclyde Sport,2020-05-01 21:30:00
PEC Labs,1.0,,,,TIC BUILDING,2020-05-01 21:30:00
TIC Kitchens,0.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-SU-01,0.0,,,,Students Union,2020-05-01 21:30:00
Boiler 3 Heat Meter HM-C-01,,,67.075,,Energy Centre,2020-05-01 21:30:00
TIC Chillers,26.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-TG-01,,,90.045,,Thomas Graham Building,2020-05-01 21:30:00
SHD Labs,3.0,,,,TIC BUILDING,2020-05-01 21:30:00
TIC Small Power,18.0,,,,TIC BUILDING,2020-05-01 21:30:00
TIC Mechanical Plant,99.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-TG-03,,,,57.505,Thomas Graham Building,2020-05-01 21:30:00
HM-JW-01,,0.0,,,James Weir Building,2020-05-01 21:30:00
Level 4 Power Demand,0.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-TI-01,,,,72.93,TIC BUILDING,2020-05-01 21:30:00
Boiler 1 Heat Meter HM-A-01,,0.0,,,Energy Centre,2020-05-01 21:30:00
HM-HW-01,160.0,,,,SIPBS Hamnett Wing,2020-05-01 21:30:00
HM-TG-02,9.1,,,,Thomas Graham Building,2020-05-01 21:30:00
HM-ST-01,,,,72.965,Stenhouse Wing,2020-05-01 21:30:00
HM-HW-01,,0.0,,,SIPBS Hamnett Wing,2020-05-01 21:30:00
Boiler 2 Heat Meter HM-B-01,0.0,,,,Energy Centre,2020-05-01 21:30:00
HM-TG-01,130.0,,,,Thomas Graham Building,2020-05-01 21:30:00
HM-HD-01,0.0,,,,Henry Dyer,2020-05-01 21:30:00
HM-SC-01,50.0,,,,Strathclyde Sport,2020-05-01 21:30:00
HM-TG-03,,,89.425,,Thomas Graham Building,2020-05-01 21:30:00
ACB TX2 MAIN INCOMER,27.0,,,,TIC BUILDING,2020-05-01 21:30:00
Boiler 1 Heat Meter HM-A-01,,,,56.3,Energy Centre,2020-05-01 21:30:00
HM-ST-01,0.0,,,,Stenhouse Wing,2020-05-01 21:30:00
HM-HW-01,,,89.92,,SIPBS Hamnett Wing,2020-05-01 21:30:00
ACB1 TX5 MAIN INCOMER,1.0,,,,TIC BUILDING,2020-05-01 21:30:00
Boiler 2 Heat Meter HM-B-01,,0.0,,,Energy Centre,2020-05-01 21:30:00
HM-JA-01,65.0,,,,John Anderson Building,2020-05-01 21:30:00
HM-ST-01,,0.0,,,Stenhouse Wing,2020-05-01 21:30:00
HM-JA-01,,,88.13,,John Anderson Building,2020-05-01 21:30:00
DH Heat Meter HM-H-01,,,90.705,,Energy Centre,2020-05-01 21:30:00
HM-CU-01,,,,27.71,Curran Building,2020-05-01 21:30:00
DH Heat Meter HM-H-01,,161.585,,,Energy Centre,2020-05-01 21:30:00
HM-JA-01,,,,76.25,John Anderson Building,2020-05-01 21:30:00
HM-RW-01,136.0,,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-01 21:30:00
ILC Labs,1.0,,,,TIC BUILDING,2020-05-01 21:30:00
TIC Fume Cupboard Extracts,6.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-RC-01,,,,61.86,Royal College,2020-05-01 21:30:00
HM-JA-01,,0.0,,,John Anderson Building,2020-05-01 21:30:00
HM-SC-01,,0.0,,,Strathclyde Sport,2020-05-01 21:30:00
TIC Labs,12.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-CU-01,,0.0,,,Curran Building,2020-05-01 21:30:00
Boiler 3 Heat Meter HM-C-01,0.0,,,,Energy Centre,2020-05-01 21:30:00
MCP11 - CMAC cooling AHUs,5.2,,,,TIC BUILDING,2020-05-01 21:30:00
HM-GH-01,,0.0,,,Graham Hills,2020-05-01 21:30:00
HM-RW-01,,,89.89,,SIPBS Robertson Wing (John Arbuthnott),2020-05-01 21:30:00
ACBTX4  MAINS INCOMER,61.0,,,,TIC BUILDING,2020-05-01 21:30:00
Level 9 L&P,0.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-SU-01,,,,13.855,Students Union,2020-05-01 21:30:00
HM-TG-02,,0.455,,,Thomas Graham Building,2020-05-01 21:30:00
Level 4 Total Power Demand,13000.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-TI-01,,,90.15,,TIC BUILDING,2020-05-01 21:30:00
HM-HD-01,,,70.585,,Henry Dyer,2020-05-01 21:30:00
HM-JW-01,,,90.005,,James Weir Building,2020-05-01 21:30:00
TIC Heating pumps,40.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-TG-01,,,,72.11,Thomas Graham Building,2020-05-01 21:30:00
HM-HD-01,,,,55.16,Henry Dyer,2020-05-01 21:30:00
TIC Auditoriums,1.0,,,,TIC BUILDING,2020-05-01 21:30:00
TIC Lifts,0.0,,,,TIC BUILDING,2020-05-01 21:30:00
CHP Heat Meter HM-D-01,,,90.505,,Energy Centre,2020-05-01 21:30:00
Boiler 2 Heat Meter HM-B-01,,,,63.53,Energy Centre,2020-05-01 21:30:00
DH Heat Meter HM-H-01,1370.0,,,,Energy Centre,2020-05-01 21:30:00
HM-CU-01,0.0,,,,Curran Building,2020-05-01 21:30:00
CMAC Lighting,0.31,,,,TIC BUILDING,2020-05-01 21:30:00
CHP Heat Meter HM-D-01,,,,71.44,Energy Centre,2020-05-01 21:30:00
ABP Labs,3.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-GH-01,0.0,,,,Graham Hills,2020-05-01 21:30:00
SCA Labs,3.0,,,,TIC BUILDING,2020-05-01 21:30:00
HM-SU-01,,,15.455,,Students Union,2020-05-01 21:30:00
HM-RC-01,,9.025,,,Royal College,2020-05-01 22:00:00
ABP Labs,2.0,,,,TIC BUILDING,2020-05-01 22:00:00
TIC Small Power,21.0,,,,TIC BUILDING,2020-05-01 22:00:00
Level 9 L&P,0.0,,,,TIC BUILDING,2020-05-01 22:00:00
HM-TI-01,190.0,,,,TIC BUILDING,2020-05-01 22:00:00
DH Heat Meter HM-H-01,,150.585,,,Energy Centre,2020-05-01 22:00:00
SCA Labs,6.0,,,,TIC BUILDING,2020-05-01 22:00:00
CHP Heat Meter HM-D-01,,,,71.08,Energy Centre,2020-05-01 22:00:00
HM-TG-03,,,89.65,,Thomas Graham Building,2020-05-01 22:00:00
DH Heat Meter HM-H-01,1350.0,,,,Energy Centre,2020-05-01 22:00:00
HM-RW-01,158.0,,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-01 22:00:00
HM-CU-01,0.0,,,,Curran Building,2020-05-01 22:00:00
CMAC Lighting,0.608,,,,TIC BUILDING,2020-05-01 22:00:00
HM-TG-02,9.5,,,,Thomas Graham Building,2020-05-01 22:00:00
ACB TX1 MAIN INCOMER,18.0,,,,TIC BUILDING,2020-05-01 22:00:00
TIC Lifts,0.0,,,,TIC BUILDING,2020-05-01 22:00:00
CHP Heat Meter HM-D-01,,,90.215,,Energy Centre,2020-05-01 22:00:00
HM-JW-01,,,,82.525,James Weir Building,2020-05-01 22:00:00
FHR Labs,1.0,,,,TIC BUILDING,2020-05-01 22:00:00
HM-SC-01,,0.0,,,Strathclyde Sport,2020-05-01 22:00:00
TIC Fume Cupboard Extracts,6.0,,,,TIC BUILDING,2020-05-01 22:00:00
HM-RW-01,,0.0,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-01 22:00:00
HM-JA-01,65.0,,,,John Anderson Building,2020-05-01 22:00:00
HM-ST-01,0.0,,,,Stenhouse Wing,2020-05-01 22:00:00
HM-JW-01,20.0,,,,James Weir Building,2020-05-01 22:00:00
ACBTX4  MAINS INCOMER,68.0,,,,TIC BUILDING,2020-05-01 22:00:00
HM-TG-01,140.0,,,,Thomas Graham Building,2020-05-01 22:00:00
HM-TG-03,,,,57.57,Thomas Graham Building,2020-05-01 22:00:00
Boiler 1 Heat Meter HM-A-01,,,24.925,,Energy Centre,2020-05-01 22:00:00
Boiler 2 Heat Meter HM-B-01,,,,63.315,Energy Centre,2020-05-01 22:00:00
HM-TI-01,,20.525,,,TIC BUILDING,2020-05-01 22:00:00
HM-CU-01,,,83.695,,Curran Building,2020-05-01 22:00:00
HM-HW-01,150.0,,,,SIPBS Hamnett Wing,2020-05-01 22:00:00
HM-JW-01,,,89.715,,James Weir Building,2020-05-01 22:00:00
HM-SU-01,,,15.42,,Students Union,2020-05-01 22:00:00
HM-SU-01,,0.0,,,Students Union,2020-05-01 22:00:00
Boiler 2 Heat Meter HM-B-01,,,21.05,,Energy Centre,2020-05-01 22:30:00
HM-HD-01,,0.0,,,Henry Dyer,2020-05-01 22:30:00
HM-SC-01,,,,70.825,Strathclyde Sport,2020-05-01 22:30:00
HM-TG-03,6.1,,,,Thomas Graham Building,2020-05-01 22:30:00
HM-JW-01,,,89.715,,James Weir Building,2020-05-01 22:30:00
HM-TG-01,,,,71.995,Thomas Graham Building,2020-05-01 22:30:00
HM-TG-03,,0.355,,,Thomas Graham Building,2020-05-01 22:30:00
HM-HW-01,130.0,,,,SIPBS Hamnett Wing,2020-05-01 22:30:00
HM-HD-01,,,,47.075,Henry Dyer,2020-05-01 22:30:00
HM-HD-01,,,61.165,,Henry Dyer,2020-05-01 22:30:00
HM-SC-01,,,89.37,,Strathclyde Sport,2020-05-01 22:30:00
HM-ST-01,0.0,,,,Stenhouse Wing,2020-05-01 22:30:00
PEC Labs,3.0,,,,TIC BUILDING,2020-05-01 22:30:00
HM-GH-01,0.0,,,,Graham Hills,2020-05-01 22:30:00
CHP Heat Meter HM-D-01,,,90.04,,Energy Centre,2020-05-01 22:30:00
DH Heat Meter HM-H-01,,,,70.705,Energy Centre,2020-05-01 22:30:00
HM-SU-01,0.0,,,,Students Union,2020-05-01 22:30:00
MCP10 - CMAC heating AHUs,2.8,,,,TIC BUILDING,2020-05-01 22:30:00
HM-JA-01,,,89.39,,John Anderson Building,2020-05-01 22:30:00
HM-RW-01,,,,70.5,SIPBS Robertson Wing (John Arbuthnott),2020-05-01 22:30:00
Boiler 3 Heat Meter HM-C-01,,0.0,,,Energy Centre,2020-05-01 22:30:00
TIC Mechanical Plant,98.0,,,,TIC BUILDING,2020-05-01 22:30:00
HM-CU-01,0.0,,,,Curran Building,2020-05-01 22:30:00
HM-TG-01,,0.0,,,Thomas Graham Building,2020-05-01 22:30:00
Boiler 2 Heat Meter HM-B-01,,,,62.92,Energy Centre,2020-05-01 22:30:00
BIO Labs,1.0,,,,TIC BUILDING,2020-05-01 22:30:00
HM-TG-03,,,,57.33,Thomas Graham Building,2020-05-01 22:30:00
SHD Labs,2.0,,,,TIC BUILDING,2020-05-01 22:30:00
ACBTX4  MAINS INCOMER,63.0,,,,TIC BUILDING,2020-05-01 22:30:00
ACB TX2 MAIN INCOMER,27.0,,,,TIC BUILDING,2020-05-01 22:30:00
TIC Kitchens,2.0,,,,TIC BUILDING,2020-05-01 22:30:00
ACB1 TX5 MAIN INCOMER,2.0,,,,TIC BUILDING,2020-05-01 22:30:00
ILC Labs,1.0,,,,TIC BUILDING,2020-05-01 22:30:00
TIC Labs,13.0,,,,TIC BUILDING,2020-05-01 22:30:00
MCP11 - CMAC cooling AHUs,5.0,,,,TIC BUILDING,2020-05-01 22:30:00
Level 4 Total Power Demand,13385.0,,,,TIC BUILDING,2020-05-01 22:30:00
MCCBA1 PV SUPPLY,0.0,,,,TIC BUILDING,2020-05-01 22:30:00
HM-ST-01,,,,70.205,Stenhouse Wing,2020-05-01 22:30:00
HM-RW-01,,,89.615,,SIPBS Robertson Wing (John Arbuthnott),2020-05-01 22:30:00
HM-TG-01,130.0,,,,Thomas Graham Building,2020-05-01 22:30:00
HM-TG-01,,,89.67,,Thomas Graham Building,2020-05-01 22:30:00
HM-SC-01,,0.0,,,Strathclyde Sport,2020-05-01 22:30:00
Boiler 3 Heat Meter HM-C-01,,,,66.205,Energy Centre,2020-05-01 22:30:00
Level 4 IT,2.0,,,,TIC BUILDING,2020-05-01 22:30:00
HM-JW-01,,,,82.525,James Weir Building,2020-05-01 22:30:00
Boiler 3 Heat Meter HM-C-01,0.0,,,,Energy Centre,2020-05-01 22:30:00
Boiler 1 Heat Meter HM-A-01,,0.0,,,Energy Centre,2020-05-01 22:30:00
HM-CU-01,,,83.78,,Curran Building,2020-05-01 22:30:00
CHP Heat Meter HM-D-01,,,,70.6,Energy Centre,2020-05-01 22:30:00
TIC AHUs,50.0,,,,TIC BUILDING,2020-05-01 22:30:00
Boiler 1 Heat Meter HM-A-01,0.0,,,,Energy Centre,2020-05-01 22:30:00
HM-SU-01,,,15.38,,Students Union,2020-05-01 22:30:00
TIC Workshops,2.0,,,,TIC BUILDING,2020-05-01 22:30:00
HM-HW-01,,,89.585,,SIPBS Hamnett Wing,2020-05-01 22:30:00
HM-JW-01,20.0,,,,James Weir Building,2020-05-01 22:30:00
MCP11 - CMAC cooling AHUs,5.4,,,,TIC BUILDING,2020-05-01 23:00:00
TIC Mechanical Plant,106.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-CU-01,,,,27.17,Curran Building,2020-05-01 23:00:00
HM-TG-01,,,,72.07,Thomas Graham Building,2020-05-01 23:00:00
HM-JA-01,60.0,,,,John Anderson Building,2020-05-01 23:00:00
DH Heat Meter HM-H-01,,,89.69,,Energy Centre,2020-05-01 23:00:00
HM-TG-03,,,88.825,,Thomas Graham Building,2020-05-01 23:00:00
Boiler 2 Heat Meter HM-B-01,,,20.94,,Energy Centre,2020-05-01 23:00:00
HM-HW-01,80.0,,,,SIPBS Hamnett Wing,2020-05-01 23:00:00
HM-HD-01,0.0,,,,Henry Dyer,2020-05-01 23:00:00
HM-JA-01,,,,75.585,John Anderson Building,2020-05-01 23:00:00
HM-RC-01,260.0,,,,Royal College,2020-05-01 23:00:00
HM-HW-01,,0.0,,,SIPBS Hamnett Wing,2020-05-01 23:00:00
TIC Kitchens,1.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-RC-01,,0.0,,,Royal College,2020-05-01 23:00:00
HM-CU-01,,,83.585,,Curran Building,2020-05-01 23:00:00
HM-RW-01,,,89.565,,SIPBS Robertson Wing (John Arbuthnott),2020-05-01 23:00:00
Boiler 2 Heat Meter HM-B-01,0.0,,,,Energy Centre,2020-05-01 23:00:00
HM-SC-01,50.0,,,,Strathclyde Sport,2020-05-01 23:00:00
HM-CU-01,0.0,,,,Curran Building,2020-05-01 23:00:00
ACB1 TX5 MAIN INCOMER,2.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-SU-01,,0.0,,,Students Union,2020-05-01 23:00:00
CHP Heat Meter HM-D-01,,108.7,,,Energy Centre,2020-05-01 23:00:00
MCP10 - CMAC heating AHUs,3.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-HD-01,,,,47.075,Henry Dyer,2020-05-01 23:00:00
HM-SU-01,0.0,,,,Students Union,2020-05-01 23:00:00
HM-TG-03,6.9,,,,Thomas Graham Building,2020-05-01 23:00:00
TIC Labs,12.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-HW-01,,,,70.25,SIPBS Hamnett Wing,2020-05-01 23:00:00
TIC AHUs,54.0,,,,TIC BUILDING,2020-05-01 23:00:00
Boiler 3 Heat Meter HM-C-01,,,61.035,,Energy Centre,2020-05-01 23:00:00
HM-GH-01,,,76.36,,Graham Hills,2020-05-01 23:00:00
HM-HD-01,,,61.165,,Henry Dyer,2020-05-01 23:00:00
ACB TX1 MAIN INCOMER,18.0,,,,TIC BUILDING,2020-05-01 23:00:00
CHP Heat Meter HM-D-01,,,,70.92,Energy Centre,2020-05-01 23:00:00
CMAC Power,2.0,,,,TIC BUILDING,2020-05-01 23:00:00
Boiler 3 Heat Meter HM-C-01,,0.0,,,Energy Centre,2020-05-01 23:00:00
HM-JA-01,,0.0,,,John Anderson Building,2020-05-01 23:00:00
TIC IT Communications,9.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-JW-01,,,,82.505,James Weir Building,2020-05-01 23:00:00
HM-JW-01,,0.0,,,James Weir Building,2020-05-01 23:00:00
HM-SC-01,,,,73.385,Strathclyde Sport,2020-05-01 23:00:00
TIC Small Power,13.5,,,,TIC BUILDING,2020-05-01 23:00:00
TIC Lighting,7.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-RW-01,,0.0,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-01 23:00:00
ACBTX3  MAINS INCOMER TX3,97.0,,,,TIC BUILDING,2020-05-01 23:00:00
IOP Labs,0.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-SC-01,,,89.265,,Strathclyde Sport,2020-05-01 23:00:00
Level 4 Lighting,1.0,,,,TIC BUILDING,2020-05-01 23:00:00
SCA Labs,4.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-TI-01,180.0,,,,TIC BUILDING,2020-05-01 23:00:00
TIC Auditoriums,2.0,,,,TIC BUILDING,2020-05-01 23:00:00
Level 4 Power Demand,0.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-GH-01,0.0,,,,Graham Hills,2020-05-01 23:00:00
HM-TI-01,,,89.395,,TIC BUILDING,2020-05-01 23:00:00
HM-SU-01,,,,13.74,Students Union,2020-05-01 23:00:00
TIC Lifts,0.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-TG-02,,,88.925,,Thomas Graham Building,2020-05-01 23:00:00
Level 9 L&P,0.0,,,,TIC BUILDING,2020-05-01 23:00:00
FHR Labs,0.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-HW-01,,,89.555,,SIPBS Hamnett Wing,2020-05-01 23:00:00
HM-TG-02,,,,55.21,Thomas Graham Building,2020-05-01 23:00:00
HM-TI-01,,0.0,,,TIC BUILDING,2020-05-01 23:00:00
HM-TG-02,9.7,,,,Thomas Graham Building,2020-05-01 23:00:00
ABP Labs,2.0,,,,TIC BUILDING,2020-05-01 23:00:00
Boiler 1 Heat Meter HM-A-01,,0.0,,,Energy Centre,2020-05-01 23:00:00
Boiler 3 Heat Meter HM-C-01,,,,65.62,Energy Centre,2020-05-01 23:00:00
HM-JW-01,,,89.53,,James Weir Building,2020-05-01 23:00:00
HM-JW-01,50.0,,,,James Weir Building,2020-05-01 23:00:00
HM-ST-01,,0.0,,,Stenhouse Wing,2020-05-01 23:00:00
HM-TI-01,,,,73.77,TIC BUILDING,2020-05-01 23:00:00
Boiler 2 Heat Meter HM-B-01,,,,62.665,Energy Centre,2020-05-01 23:00:00
HM-RW-01,,,,70.36,SIPBS Robertson Wing (John Arbuthnott),2020-05-01 23:00:00
Level 4 Small Power,2.0,,,,TIC BUILDING,2020-05-01 23:00:00
Boiler 1 Heat Meter HM-A-01,0.0,,,,Energy Centre,2020-05-01 23:00:00
Boiler 1 Heat Meter HM-A-01,,,24.495,,Energy Centre,2020-05-01 23:00:00
ACB1 TX6 MAIN INCOMER,2.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-JA-01,,,88.815,,John Anderson Building,2020-05-01 23:00:00
Boiler 3 Heat Meter HM-C-01,0.0,,,,Energy Centre,2020-05-01 23:00:00
TIC Chillers,30.0,,,,TIC BUILDING,2020-05-01 23:00:00
HM-RC-01,,,,64.735,Royal College,2020-05-01 23:00:00
HM-GH-01,,0.0,,,Graham Hills,2020-05-01 23:00:00
HM-CU-01,,0.0,,,Curran Building,2020-05-01 23:00:00
HM-TG-01,140.0,,,,Thomas Graham Building,2020-05-01 23:00:00
HM-TG-02,,0.468,,,Thomas Graham Building,2020-05-01 23:00:00
HM-SU-01,,,15.335,,Students Union,2020-05-01 23:00:00
HM-ST-01,,,80.36,,Stenhouse Wing,2020-05-01 23:00:00
Boiler 2 Heat Meter HM-B-01,,0.0,,,Energy Centre,2020-05-01 23:00:00
CMAC Lighting,0.62,,,,TIC BUILDING,2020-05-01 23:00:00
CHP Heat Meter HM-D-01,645.0,,,,Energy Centre,2020-05-01 23:00:00
TIC Chillers,28.0,,,,TIC BUILDING,2020-05-01 23:30:00
HM-HW-01,,,89.555,,SIPBS Hamnett Wing,2020-05-01 23:30:00
HM-TG-02,,,,55.215,Thomas Graham Building,2020-05-01 23:30:00
HM-TI-01,,0.0,,,TIC BUILDING,2020-05-01 23:30:00
Boiler 3 Heat Meter HM-C-01,,,,65.62,Energy Centre,2020-05-01 23:30:00
HM-HW-01,,0.0,,,SIPBS Hamnett Wing,2020-05-01 23:30:00
DH Heat Meter HM-H-01,,,89.69,,Energy Centre,2020-05-01 23:30:00
HM-RC-01,,,,65.03,Royal College,2020-05-01 23:30:00
HM-JA-01,,34.02,,,John Anderson Building,2020-05-01 23:30:00
HM-TI-01,,,88.855,,TIC BUILDING,2020-05-01 23:30:00
DH Heat Meter HM-H-01,660.0,,,,Energy Centre,2020-05-01 23:30:00
HM-TG-01,,,89.13,,Thomas Graham Building,2020-05-01 23:30:00
CMAC Lighting,0.185,,,,TIC BUILDING,2020-05-01 23:30:00
Level 4 Small Power,2.0,,,,TIC BUILDING,2020-05-01 23:30:00
HM-CU-01,,,83.585,,Curran Building,2020-05-01 23:30:00
HM-SU-01,,,,13.71,Students Union,2020-05-01 23:30:00
HM-JA-01,90.0,,,,John Anderson Building,2020-05-01 23:30:00
CHP Heat Meter HM-D-01,645.0,,,,Energy Centre,2020-05-01 23:30:00
HM-SU-01,,0.0,,,Students Union,2020-05-01 23:30:00
CHP Heat Meter HM-D-01,,,90.16,,Energy Centre,2020-05-01 23:30:00
HM-HW-01,80.0,,,,SIPBS Hamnett Wing,2020-05-01 23:30:00
HM-SU-01,,,15.29,,Students Union,2020-05-01 23:30:00
HM-GH-01,,,76.36,,Graham Hills,2020-05-01 23:30:00
HM-JA-01,,,88.625,,John Anderson Building,2020-05-01 23:30:00
TIC IT Communications,5.0,,,,TIC BUILDING,2020-05-01 23:30:00
HM-TG-02,,,88.715,,Thomas Graham Building,2020-05-01 23:30:00
MCCBA1 PV SUPPLY,0.0,,,,TIC BUILDING,2020-05-01 23:30:00
TIC Mechanical Plant,96.0,,,,TIC BUILDING,2020-05-01 05:00:00
HM-JA-01,130.0,,,,John Anderson Building,2020-05-01 05:00:00
Level 4 Small Power,2.0,,,,TIC BUILDING,2020-05-01 05:00:00
HM-JW-01,,0.0,,,James Weir Building,2020-05-01 05:00:00
MCCBA1 PV SUPPLY,0.0,,,,TIC BUILDING,2020-05-01 05:00:00
Boiler 1 Heat Meter HM-A-01,,0.0,,,Energy Centre,2020-05-01 05:00:00
HM-TG-01,,,,70.18,Thomas Graham Building,2020-05-01 05:00:00
Boiler 1 Heat Meter HM-A-01,0.0,,,,Energy Centre,2020-05-01 05:00:00
HM-GH-01,,59.025,,,Graham Hills,2020-05-01 05:00:00
ACBTX4  MAINS INCOMER,61.0,,,,TIC BUILDING,2020-05-01 05:00:00
PEC Labs,2.0,,,,TIC BUILDING,2020-05-01 05:00:00
CHP Heat Meter HM-D-01,1200.0,,,,Energy Centre,2020-05-01 05:00:00
HM-TI-01,270.0,,,,TIC BUILDING,2020-05-01 05:00:00
TIC Small Power,14.0,,,,TIC BUILDING,2020-05-01 05:00:00
HM-HW-01,,,,70.06,SIPBS Hamnett Wing,2020-05-01 05:00:00
Level 4 Lighting,3.0,,,,TIC BUILDING,2020-05-01 05:00:00
TIC AHUs,51.0,,,,TIC BUILDING,2020-05-01 05:00:00
ACB TX2 MAIN INCOMER,26.0,,,,TIC BUILDING,2020-05-01 05:00:00
Level 9 L&P,0.0,,,,TIC BUILDING,2020-05-01 05:00:00
HM-SU-01,0.0,,,,Students Union,2020-05-01 05:00:00
DH Heat Meter HM-H-01,,,89.91,,Energy Centre,2020-05-01 05:00:00
TIC Heating pumps,38.0,,,,TIC BUILDING,2020-05-01 05:00:00
HM-RC-01,,,89.525,,Royal College,2020-05-01 05:00:00
HM-RW-01,,,88.675,,SIPBS Robertson Wing (John Arbuthnott),2020-05-01 05:00:00
CHP Heat Meter HM-D-01,,,89.305,,Energy Centre,2020-05-01 05:00:00
TIC IT Communications,7.0,,,,TIC BUILDING,2020-05-01 05:00:00
HM-TG-03,6.5,,,,Thomas Graham Building,2020-05-01 05:00:00
Boiler 1 Heat Meter HM-A-01,,,36.42,,Energy Centre,2020-05-01 05:00:00
HM-TG-02,,,,55.08,Thomas Graham Building,2020-05-01 05:00:00
ACBTX3  MAINS INCOMER TX3,90.0,,,,TIC BUILDING,2020-05-01 05:00:00
Level 4 IT,1.0,,,,TIC BUILDING,2020-05-01 05:00:00
HM-RC-01,,41.275,,,Royal College,2020-05-01 05:00:00
HM-SC-01,,,,70.46,Strathclyde Sport,2020-05-01 05:00:00
HM-RW-01,,0.0,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-01 05:00:00
HM-TG-01,210.0,,,,Thomas Graham Building,2020-05-01 05:00:00
FHR Labs,1.031,,,,TIC BUILDING,2020-05-01 05:00:00
HM-TG-02,,0.486,,,Thomas Graham Building,2020-05-01 05:00:00
HM-TI-01,,,,73.98,TIC BUILDING,2020-05-01 05:00:00
HM-TG-01,,,,69.515,Thomas Graham Building,2020-05-01 05:30:00
HM-SU-01,,,,11.975,Students Union,2020-05-01 05:30:00
HM-CU-01,0.0,,,,Curran Building,2020-05-01 05:30:00
HM-ST-01,,,,76.155,Stenhouse Wing,2020-05-01 05:30:00
Level 4 Lighting,1.0,,,,TIC BUILDING,2020-05-01 05:30:00
TIC Small Power,18.0,,,,TIC BUILDING,2020-05-01 05:30:00
TIC Auditoriums,4.0,,,,TIC BUILDING,2020-05-01 05:30:00
HM-RC-01,740.0,,,,Royal College,2020-05-01 05:30:00
DH Heat Meter HM-H-01,,237.645,,,Energy Centre,2020-05-01 05:30:00
SCA Labs,4.0,,,,TIC BUILDING,2020-05-01 05:30:00
ABP Labs,1.0,,,,TIC BUILDING,2020-05-01 05:30:00
Level 4 Total Power Demand,13020.0,,,,TIC BUILDING,2020-05-01 05:30:00
HM-TG-02,,,88.75,,Thomas Graham Building,2020-05-01 05:30:00
Level 4 Power Demand,0.0,,,,TIC BUILDING,2020-05-01 05:30:00
TIC Fume Cupboard Extracts,6.0,,,,TIC BUILDING,2020-05-01 05:30:00
