meter,energy_kwh,flow_rate_l_per_h,inlet_temp_degc,outlet_temp_degc,site,timestamp
HM-JW-01,,0.0,,,James Weir Building,2020-05-02 12:30:00
HM-CU-01,0.0,,,,Curran Building,2020-05-02 12:30:00
HM-TG-01,,,87.91,,Thomas Graham Building,2020-05-02 12:30:00
HM-HW-01,,,89.515,,SIPBS Hamnett Wing,2020-05-02 12:30:00
HM-TG-01,,,,70.16,Thomas Graham Building,2020-05-02 12:30:00
TIC IT Communications,11.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-TI-01,,,88.715,,TIC BUILDING,2020-05-02 12:30:00
HM-RC-01,,,89.685,,Royal College,2020-05-02 12:30:00
Boiler 1 Heat Meter HM-A-01,,,,57.905,Energy Centre,2020-05-02 12:30:00
HM-CU-01,,,,26.52,Curran Building,2020-05-02 12:30:00
HM-TG-01,160.0,,,,Thomas Graham Building,2020-05-02 12:30:00
Level 4 Total Power Demand,13065.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-HD-01,,,,73.46,Henry Dyer,2020-05-02 12:30:00
HM-JA-01,130.0,,,,John Anderson Building,2020-05-02 12:30:00
HM-TG-02,,,89.015,,Thomas Graham Building,2020-05-02 12:30:00
Boiler 1 Heat Meter HM-A-01,0.0,,,,Energy Centre,2020-05-02 12:30:00
HM-GH-01,,,89.535,,Graham Hills,2020-05-02 12:30:00
DH Heat Meter HM-H-01,,,,71.8,Energy Centre,2020-05-02 12:30:00
DH Heat Meter HM-H-01,1700.0,,,,Energy Centre,2020-05-02 12:30:00
Boiler 2 Heat Meter HM-B-01,,,,61.955,Energy Centre,2020-05-02 12:30:00
Level 4 Lighting,1.0,,,,TIC BUILDING,2020-05-02 12:30:00
IOP Labs,0.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-TG-03,6.5,,,,Thomas Graham Building,2020-05-02 12:30:00
DH Heat Meter HM-H-01,,,90.555,,Energy Centre,2020-05-02 12:30:00
HM-JA-01,,0.0,,,John Anderson Building,2020-05-02 12:30:00
TIC Auditoriums,3.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-SC-01,,0.0,,,Strathclyde Sport,2020-05-02 12:30:00
BIO Labs,2.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-RW-01,,0.0,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 12:30:00
TIC Mechanical Plant,111.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-TG-01,,0.0,,,Thomas Graham Building,2020-05-02 12:30:00
HM-GH-01,,40.53,,,Graham Hills,2020-05-02 12:30:00
HM-SU-01,,,,13.265,Students Union,2020-05-02 12:30:00
HM-TG-02,,0.466,,,Thomas Graham Building,2020-05-02 12:30:00
HM-JA-01,,,,77.435,John Anderson Building,2020-05-02 12:30:00
Level 4 Power Demand,0.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-RW-01,,,,71.735,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 12:30:00
Boiler 2 Heat Meter HM-B-01,,,18.955,,Energy Centre,2020-05-02 12:30:00
HM-ST-01,,,89.74,,Stenhouse Wing,2020-05-02 12:30:00
SHD Labs,2.0,,,,TIC BUILDING,2020-05-02 12:30:00
TIC Heating pumps,40.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-TI-01,180.0,,,,TIC BUILDING,2020-05-02 12:30:00
ACBTX3  MAINS INCOMER TX3,97.0,,,,TIC BUILDING,2020-05-02 12:30:00
ACB1 TX6 MAIN INCOMER,1.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-TI-01,,0.0,,,TIC BUILDING,2020-05-02 12:30:00
CMAC Power,2.0,,,,TIC BUILDING,2020-05-02 12:30:00
DH Heat Meter HM-H-01,,133.82,,,Energy Centre,2020-05-02 12:30:00
HM-TI-01,,,,72.74,TIC BUILDING,2020-05-02 12:30:00
Boiler 3 Heat Meter HM-C-01,,,71.255,,Energy Centre,2020-05-02 12:30:00
MCCBA1 PV SUPPLY,13.0,,,,TIC BUILDING,2020-05-02 12:30:00
ACBTX4  MAINS INCOMER,56.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-JW-01,70.0,,,,James Weir Building,2020-05-02 12:30:00
HM-RW-01,,,89.65,,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 12:30:00
Boiler 3 Heat Meter HM-C-01,0.0,,,,Energy Centre,2020-05-02 12:30:00
HM-JW-01,,,,79.93,James Weir Building,2020-05-02 12:30:00
CHP Heat Meter HM-D-01,,,90.96,,Energy Centre,2020-05-02 12:30:00
ABP Labs,1.0,,,,TIC BUILDING,2020-05-02 12:30:00
TIC Lifts,1.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-ST-01,90.0,,,,Stenhouse Wing,2020-05-02 12:30:00
HM-TG-03,,,88.925,,Thomas Graham Building,2020-05-02 12:30:00
TIC Workshops,2.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-CU-01,,,82.445,,Curran Building,2020-05-02 12:30:00
HM-RC-01,,0.0,,,Royal College,2020-05-02 12:30:00
HM-TG-03,,,,57.795,Thomas Graham Building,2020-05-02 12:30:00
HM-SC-01,40.0,,,,Strathclyde Sport,2020-05-02 12:30:00
HM-TG-02,9.3,,,,Thomas Graham Building,2020-05-02 12:30:00
PEC Labs,3.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-SC-01,,,87.805,,Strathclyde Sport,2020-05-02 12:30:00
TIC Lighting,7.0,,,,TIC BUILDING,2020-05-02 12:30:00
Level 9 L&P,2.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-HD-01,17.1,,,,Henry Dyer,2020-05-02 12:30:00
ACB1 TX5 MAIN INCOMER,2.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-TG-02,,,,55.29,Thomas Graham Building,2020-05-02 12:30:00
HM-JW-01,,,89.83,,James Weir Building,2020-05-02 12:30:00
ILC Labs,0.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-SU-01,,0.0,,,Students Union,2020-05-02 12:30:00
HM-HD-01,,0.0,,,Henry Dyer,2020-05-02 12:30:00
MCP11 - CMAC cooling AHUs,5.2,,,,TIC BUILDING,2020-05-02 12:30:00
Boiler 2 Heat Meter HM-B-01,0.0,,,,Energy Centre,2020-05-02 12:30:00
Level 4 Small Power,2.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-RC-01,,,,61.03,Royal College,2020-05-02 12:30:00
TIC Fume Cupboard Extracts,6.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-JA-01,,,87.955,,John Anderson Building,2020-05-02 12:30:00
HM-RW-01,124.0,,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 12:30:00
MCP10 - CMAC heating AHUs,2.8,,,,TIC BUILDING,2020-05-02 12:30:00
Level 4 IT,2.0,,,,TIC BUILDING,2020-05-02 12:30:00
Boiler 2 Heat Meter HM-B-01,,0.0,,,Energy Centre,2020-05-02 12:30:00
ACB TX1 MAIN INCOMER,22.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-HD-01,,,87.49,,Henry Dyer,2020-05-02 12:30:00
ACB TX2 MAIN INCOMER,32.0,,,,TIC BUILDING,2020-05-02 12:30:00
CHP Heat Meter HM-D-01,,108.655,,,Energy Centre,2020-05-02 12:30:00
FHR Labs,0.0,,,,TIC BUILDING,2020-05-02 12:30:00
HM-HW-01,,0.0,,,SIPBS Hamnett Wing,2020-05-02 12:30:00
Boiler 1 Heat Meter HM-A-01,,,21.07,,Energy Centre,2020-05-02 12:30:00
HM-CU-01,,0.0,,,Curran Building,2020-05-02 12:30:00
Boiler 3 Heat Meter HM-C-01,,,,68.195,Energy Centre,2020-05-02 12:30:00
HM-JW-01,,,,80.5,James Weir Building,2020-05-02 13:00:00
HM-HW-01,150.0,,,,SIPBS Hamnett Wing,2020-05-02 13:00:00
CHP Heat Meter HM-D-01,1400.0,,,,Energy Centre,2020-05-02 13:00:00
Level 4 Power Demand,0.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-RW-01,,,,71.955,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 13:00:00
HM-RW-01,123.0,,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 13:00:00
TIC Mechanical Plant,101.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-GH-01,210.0,,,,Graham Hills,2020-05-02 13:00:00
Boiler 3 Heat Meter HM-C-01,,,69.14,,Energy Centre,2020-05-02 13:00:00
TIC Heating pumps,38.0,,,,TIC BUILDING,2020-05-02 13:00:00
DH Heat Meter HM-H-01,1700.0,,,,Energy Centre,2020-05-02 13:00:00
HM-HD-01,16.1,,,,Henry Dyer,2020-05-02 13:00:00
TIC AHUs,55.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-JW-01,,0.0,,,James Weir Building,2020-05-02 13:00:00
Boiler 3 Heat Meter HM-C-01,0.0,,,,Energy Centre,2020-05-02 13:00:00
HM-CU-01,,,,26.6,Curran Building,2020-05-02 13:00:00
HM-CU-01,,0.0,,,Curran Building,2020-05-02 13:00:00
HM-CU-01,,,82.37,,Curran Building,2020-05-02 13:00:00
HM-JA-01,,,,78.295,John Anderson Building,2020-05-02 13:00:00
CMAC Power,2.0,,,,TIC BUILDING,2020-05-02 13:00:00
Level 4 Lighting,1.0,,,,TIC BUILDING,2020-05-02 13:00:00
CHP Heat Meter HM-D-01,,,91.005,,Energy Centre,2020-05-02 13:00:00
HM-SU-01,0.0,,,,Students Union,2020-05-02 13:00:00
HM-JW-01,,,90.02,,James Weir Building,2020-05-02 13:00:00
HM-JA-01,60.0,,,,John Anderson Building,2020-05-02 13:00:00
SCA Labs,3.0,,,,TIC BUILDING,2020-05-02 13:00:00
BIO Labs,0.0,,,,TIC BUILDING,2020-05-02 13:00:00
ACB1 TX5 MAIN INCOMER,1.0,,,,TIC BUILDING,2020-05-02 13:00:00
TIC IT Communications,6.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-TG-01,140.0,,,,Thomas Graham Building,2020-05-02 13:00:00
Boiler 2 Heat Meter HM-B-01,0.0,,,,Energy Centre,2020-05-02 13:00:00
HM-TG-03,6.0,,,,Thomas Graham Building,2020-05-02 13:00:00
HM-TI-01,,,88.34,,TIC BUILDING,2020-05-02 13:00:00
ACB1 TX6 MAIN INCOMER,1.0,,,,TIC BUILDING,2020-05-02 13:00:00
Level 4 Small Power,2.0,,,,TIC BUILDING,2020-05-02 13:00:00
Boiler 1 Heat Meter HM-A-01,,,,57.775,Energy Centre,2020-05-02 13:00:00
FHR Labs,0.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-GH-01,,,89.515,,Graham Hills,2020-05-02 13:00:00
HM-TI-01,,0.0,,,TIC BUILDING,2020-05-02 13:00:00
HM-HW-01,,,,70.695,SIPBS Hamnett Wing,2020-05-02 13:00:00
IOP Labs,0.0,,,,TIC BUILDING,2020-05-02 13:00:00
Boiler 1 Heat Meter HM-A-01,,,20.95,,Energy Centre,2020-05-02 13:00:00
MCCBA1 PV SUPPLY,13.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-RW-01,,,89.915,,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 13:00:00
TIC Auditoriums,3.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-TG-02,,,88.265,,Thomas Graham Building,2020-05-02 13:00:00
TIC Small Power,18.0,,,,TIC BUILDING,2020-05-02 13:00:00
Boiler 2 Heat Meter HM-B-01,,0.0,,,Energy Centre,2020-05-02 13:00:00
TIC Lighting,6.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-TG-02,8.4,,,,Thomas Graham Building,2020-05-02 13:00:00
HM-SU-01,,0.0,,,Students Union,2020-05-02 13:00:00
Boiler 3 Heat Meter HM-C-01,,0.0,,,Energy Centre,2020-05-02 13:00:00
HM-TI-01,160.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-HD-01,,,,74.48,Henry Dyer,2020-05-02 13:00:00
HM-ST-01,,0.0,,,Stenhouse Wing,2020-05-02 13:00:00
HM-RC-01,,,,63.8,Royal College,2020-05-02 13:00:00
ACB TX2 MAIN INCOMER,32.0,,,,TIC BUILDING,2020-05-02 13:00:00
Level 4 IT,1.0,,,,TIC BUILDING,2020-05-02 13:00:00
SHD Labs,2.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-HW-01,,0.0,,,SIPBS Hamnett Wing,2020-05-02 13:00:00
CHP Heat Meter HM-D-01,,,,71.82,Energy Centre,2020-05-02 13:00:00
TIC Workshops,1.0,,,,TIC BUILDING,2020-05-02 13:00:00
Boiler 2 Heat Meter HM-B-01,,,,62.19,Energy Centre,2020-05-02 13:00:00
CMAC Lighting,0.31,,,,TIC BUILDING,2020-05-02 13:00:00
HM-SC-01,,,,67.145,Strathclyde Sport,2020-05-02 13:00:00
Boiler 1 Heat Meter HM-A-01,,0.0,,,Energy Centre,2020-05-02 13:00:00
HM-JW-01,60.0,,,,James Weir Building,2020-05-02 13:00:00
HM-TG-01,,0.0,,,Thomas Graham Building,2020-05-02 13:00:00
TIC Fume Cupboard Extracts,6.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-HD-01,,,87.78,,Henry Dyer,2020-05-02 13:00:00
MCP10 - CMAC heating AHUs,2.6,,,,TIC BUILDING,2020-05-02 13:00:00
ABP Labs,1.0,,,,TIC BUILDING,2020-05-02 13:00:00
TIC Kitchens,0.0,,,,TIC BUILDING,2020-05-02 13:00:00
ACBTX3  MAINS INCOMER TX3,93.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-TG-03,,0.383,,,Thomas Graham Building,2020-05-02 13:00:00
TIC Lifts,0.0,,,,TIC BUILDING,2020-05-02 13:00:00
HM-TG-03,,,88.17,,Thomas Graham Building,2020-05-02 13:00:00
DH Heat Meter HM-H-01,,139.05,,,Energy Centre,2020-05-02 13:00:00
HM-TG-02,,,,55.32,Thomas Graham Building,2020-05-02 13:00:00
HM-SC-01,,0.0,,,Strathclyde Sport,2020-05-02 13:00:00
HM-GH-01,,,,73.815,Graham Hills,2020-05-02 13:00:00
CHP Heat Meter HM-D-01,,108.555,,,Energy Centre,2020-05-02 13:00:00
SCA Labs,3.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-GH-01,,,86.92,,Graham Hills,2020-05-02 08:00:00
HM-HD-01,,,88.525,,Henry Dyer,2020-05-02 08:00:00
HM-CU-01,,,,25.775,Curran Building,2020-05-02 08:00:00
CMAC Power,2.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-RC-01,,,87.445,,Royal College,2020-05-02 08:00:00
HM-ST-01,130.0,,,,Stenhouse Wing,2020-05-02 08:00:00
HM-ST-01,,,,74.28,Stenhouse Wing,2020-05-02 08:00:00
HM-GH-01,,40.985,,,Graham Hills,2020-05-02 08:00:00
HM-TI-01,,,86.515,,TIC BUILDING,2020-05-02 08:00:00
ACBTX4  MAINS INCOMER,54.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-TI-01,200.0,,,,TIC BUILDING,2020-05-02 08:00:00
DH Heat Meter HM-H-01,,170.81,,,Energy Centre,2020-05-02 08:00:00
HM-SU-01,,,14.095,,Students Union,2020-05-02 08:00:00
HM-JW-01,,,,71.775,James Weir Building,2020-05-02 08:00:00
HM-SC-01,,,,69.665,Strathclyde Sport,2020-05-02 08:00:00
HM-TG-02,,,87.285,,Thomas Graham Building,2020-05-02 08:00:00
Boiler 1 Heat Meter HM-A-01,0.0,,,,Energy Centre,2020-05-02 08:00:00
Boiler 3 Heat Meter HM-C-01,1450.5,,,,Energy Centre,2020-05-02 08:00:00
Boiler 3 Heat Meter HM-C-01,,200.47,,,Energy Centre,2020-05-02 08:00:00
MCCBA1 PV SUPPLY,11.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-HW-01,85.0,,,,SIPBS Hamnett Wing,2020-05-02 08:00:00
TIC Labs,12.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-SC-01,130.0,,,,Strathclyde Sport,2020-05-02 08:00:00
HM-HW-01,,0.0,,,SIPBS Hamnett Wing,2020-05-02 08:00:00
BIO Labs,0.0,,,,TIC BUILDING,2020-05-02 08:00:00
Level 4 Power Demand,0.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-JW-01,110.0,,,,James Weir Building,2020-05-02 08:00:00
HM-TG-03,,,87.205,,Thomas Graham Building,2020-05-02 08:00:00
HM-HD-01,15.1,,,,Henry Dyer,2020-05-02 08:00:00
HM-RW-01,,,89.065,,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 08:00:00
TIC Lighting,11.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-RW-01,,0.0,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 08:00:00
TIC Small Power,15.091,,,,TIC BUILDING,2020-05-02 08:00:00
HM-HW-01,,,,70.75,SIPBS Hamnett Wing,2020-05-02 08:00:00
HM-JA-01,120.0,,,,John Anderson Building,2020-05-02 08:00:00
HM-CU-01,,,83.155,,Curran Building,2020-05-02 08:00:00
Boiler 1 Heat Meter HM-A-01,,,,56.235,Energy Centre,2020-05-02 08:00:00
ACBTX3  MAINS INCOMER TX3,93.0,,,,TIC BUILDING,2020-05-02 08:00:00
Level 4 IT,1.0,,,,TIC BUILDING,2020-05-02 08:00:00
ACB TX1 MAIN INCOMER,20.0,,,,TIC BUILDING,2020-05-02 08:00:00
DH Heat Meter HM-H-01,1260.0,,,,Energy Centre,2020-05-02 08:00:00
HM-JA-01,,0.0,,,John Anderson Building,2020-05-02 08:00:00
HM-CU-01,0.0,,,,Curran Building,2020-05-02 08:00:00
HM-SC-01,,0.0,,,Strathclyde Sport,2020-05-02 08:00:00
HM-GH-01,135.0,,,,Graham Hills,2020-05-02 08:00:00
HM-RC-01,,22.365,,,Royal College,2020-05-02 08:00:00
TIC Mechanical Plant,104.0,,,,TIC BUILDING,2020-05-02 08:00:00
Boiler 2 Heat Meter HM-B-01,0.0,,,,Energy Centre,2020-05-02 08:00:00
HM-TI-01,,,,72.23,TIC BUILDING,2020-05-02 08:00:00
Boiler 1 Heat Meter HM-A-01,,0.0,,,Energy Centre,2020-05-02 08:00:00
TIC AHUs,56.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-SU-01,0.0,,,,Students Union,2020-05-02 08:00:00
CHP Heat Meter HM-D-01,720.0,,,,Energy Centre,2020-05-02 08:00:00
HM-SU-01,,,,12.42,Students Union,2020-05-02 08:00:00
HM-TG-01,,10.05,,,Thomas Graham Building,2020-05-02 08:00:00
TIC Auditoriums,3.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-TI-01,,46.81,,,TIC BUILDING,2020-05-02 08:00:00
HM-JW-01,,0.0,,,James Weir Building,2020-05-02 08:00:00
Boiler 2 Heat Meter HM-B-01,,,,64.155,Energy Centre,2020-05-02 08:00:00
Boiler 2 Heat Meter HM-B-01,,,19.79,,Energy Centre,2020-05-02 08:00:00
IOP Labs,1.0,,,,TIC BUILDING,2020-05-02 08:00:00
TIC Kitchens,1.0,,,,TIC BUILDING,2020-05-02 08:00:00
SHD Labs,2.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-RC-01,,,,56.025,Royal College,2020-05-02 08:00:00
HM-HD-01,,,,76.77,Henry Dyer,2020-05-02 08:00:00
HM-JA-01,,,,78.395,John Anderson Building,2020-05-02 08:00:00
HM-TG-01,,,,73.31,Thomas Graham Building,2020-05-02 08:00:00
CHP Heat Meter HM-D-01,,,92.685,,Energy Centre,2020-05-02 08:00:00
HM-HW-01,,,89.145,,SIPBS Hamnett Wing,2020-05-02 08:00:00
HM-RW-01,164.0,,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 08:00:00
HM-CU-01,,0.0,,,Curran Building,2020-05-02 08:00:00
HM-TG-03,,0.409,,,Thomas Graham Building,2020-05-02 08:00:00
TIC Workshops,2.0,,,,TIC BUILDING,2020-05-02 08:00:00
MCP11 - CMAC cooling AHUs,5.0,,,,TIC BUILDING,2020-05-02 08:00:00
TIC Lifts,2.0,,,,TIC BUILDING,2020-05-02 08:00:00
ILC Labs,1.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-TG-02,9.2,,,,Thomas Graham Building,2020-05-02 08:00:00
TIC Heating pumps,39.0,,,,TIC BUILDING,2020-05-02 08:00:00
MCP10 - CMAC heating AHUs,2.8,,,,TIC BUILDING,2020-05-02 08:00:00
HM-TG-01,220.0,,,,Thomas Graham Building,2020-05-02 08:00:00
HM-ST-01,,0.0,,,Stenhouse Wing,2020-05-02 08:00:00
FHR Labs,1.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-TG-03,,,,57.45,Thomas Graham Building,2020-05-02 08:00:00
DH Heat Meter HM-H-01,,,,66.57,Energy Centre,2020-05-02 08:00:00
Level 4 Lighting,3.0,,,,TIC BUILDING,2020-05-02 08:00:00
Boiler 3 Heat Meter HM-C-01,,,84.53,,Energy Centre,2020-05-02 08:00:00
HM-TG-01,,,87.85,,Thomas Graham Building,2020-05-02 08:00:00
Level 4 Small Power,2.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-SU-01,,0.0,,,Students Union,2020-05-02 08:00:00
Level 9 L&P,1.0,,,,TIC BUILDING,2020-05-02 08:00:00
Boiler 3 Heat Meter HM-C-01,,,,67.78,Energy Centre,2020-05-02 08:00:00
HM-RW-01,,,,68.225,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 08:00:00
ACB TX2 MAIN INCOMER,31.0,,,,TIC BUILDING,2020-05-02 08:00:00
PEC Labs,3.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-HD-01,,0.0,,,Henry Dyer,2020-05-02 08:00:00
HM-RC-01,420.0,,,,Royal College,2020-05-02 08:00:00
ACB1 TX5 MAIN INCOMER,2.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-JW-01,,,88.2,,James Weir Building,2020-05-02 08:00:00
CHP Heat Meter HM-D-01,,91.61,,,Energy Centre,2020-05-02 08:00:00
CMAC Lighting,0.298,,,,TIC BUILDING,2020-05-02 08:00:00
Boiler 1 Heat Meter HM-A-01,,,22.195,,Energy Centre,2020-05-02 08:00:00
ABP Labs,1.0,,,,TIC BUILDING,2020-05-02 08:00:00
CHP Heat Meter HM-D-01,,,,68.47,Energy Centre,2020-05-02 08:00:00
HM-ST-01,,,88.83,,Stenhouse Wing,2020-05-02 08:00:00
Level 4 Total Power Demand,13565.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-TG-03,6.5,,,,Thomas Graham Building,2020-05-02 08:00:00
TIC Chillers,31.0,,,,TIC BUILDING,2020-05-02 08:00:00
HM-TG-02,,0.501,,,Thomas Graham Building,2020-05-02 08:00:00
TIC Fume Cupboard Extracts,6.0,,,,TIC BUILDING,2020-05-02 08:00:00
TIC IT Communications,5.0,,,,TIC BUILDING,2020-05-02 08:00:00
ACB1 TX6 MAIN INCOMER,1.0,,,,TIC BUILDING,2020-05-02 08:00:00
Boiler 2 Heat Meter HM-B-01,,0.0,,,Energy Centre,2020-05-02 08:00:00
HM-JA-01,,,87.57,,John Anderson Building,2020-05-02 08:00:00
DH Heat Meter HM-H-01,,,87.46,,Energy Centre,2020-05-02 08:00:00
HM-TG-02,,,,55.26,Thomas Graham Building,2020-05-02 08:00:00
TIC Workshops,1.0,,,,TIC BUILDING,2020-05-02 08:30:00
HM-TI-01,250.0,,,,TIC BUILDING,2020-05-02 08:30:00
HM-JW-01,100.0,,,,James Weir Building,2020-05-02 08:30:00
Level 4 Total Power Demand,13065.0,,,,TIC BUILDING,2020-05-02 08:30:00
HM-JW-01,,0.0,,,James Weir Building,2020-05-02 08:30:00
Boiler 1 Heat Meter HM-A-01,,,21.77,,Energy Centre,2020-05-02 08:30:00
HM-TG-03,,0.362,,,Thomas Graham Building,2020-05-02 08:30:00
ACB TX1 MAIN INCOMER,21.0,,,,TIC BUILDING,2020-05-02 08:30:00
TIC Lifts,0.0,,,,TIC BUILDING,2020-05-02 08:30:00
HM-RW-01,166.0,,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 08:30:00
HM-TG-03,,,,57.35,Thomas Graham Building,2020-05-02 08:30:00
HM-RC-01,440.0,,,,Royal College,2020-05-02 08:30:00
TIC Labs,10.0,,,,TIC BUILDING,2020-05-02 08:30:00
HM-TI-01,,,,72.035,TIC BUILDING,2020-05-02 08:30:00
TIC Small Power,19.091,,,,TIC BUILDING,2020-05-02 08:30:00
HM-TG-02,,,89.24,,Thomas Graham Building,2020-05-02 08:30:00
HM-TG-01,,,89.99,,Thomas Graham Building,2020-05-02 08:30:00
HM-JA-01,,,88.145,,John Anderson Building,2020-05-02 08:30:00
Boiler 3 Heat Meter HM-C-01,421.0,,,,Energy Centre,2020-05-02 08:30:00
HM-CU-01,,,,25.825,Curran Building,2020-05-02 08:30:00
TIC AHUs,57.0,,,,TIC BUILDING,2020-05-02 08:30:00
HM-GH-01,,60.335,,,Graham Hills,2020-05-02 08:30:00
Boiler 1 Heat Meter HM-A-01,,0.0,,,Energy Centre,2020-05-02 08:30:00
HM-JA-01,,0.0,,,John Anderson Building,2020-05-02 08:30:00
CHP Heat Meter HM-D-01,1410.0,,,,Energy Centre,2020-05-02 08:30:00
ACBTX3  MAINS INCOMER TX3,96.0,,,,TIC BUILDING,2020-05-02 08:30:00
MCP11 - CMAC cooling AHUs,5.2,,,,TIC BUILDING,2020-05-02 08:30:00
HM-GH-01,,,,73.335,Graham Hills,2020-05-02 08:30:00
Boiler 2 Heat Meter HM-B-01,,0.0,,,Energy Centre,2020-05-02 08:30:00
HM-TG-03,6.5,,,,Thomas Graham Building,2020-05-02 08:30:00
HM-TG-02,,0.481,,,Thomas Graham Building,2020-05-02 08:30:00
FHR Labs,0.0,,,,TIC BUILDING,2020-05-02 08:30:00
Boiler 3 Heat Meter HM-C-01,,,,69.43,Energy Centre,2020-05-02 08:30:00
HM-HW-01,,,,70.31,SIPBS Hamnett Wing,2020-05-02 08:30:00
ACB1 TX5 MAIN INCOMER,2.0,,,,TIC BUILDING,2020-05-02 08:30:00
MCCBA1 PV SUPPLY,15.0,,,,TIC BUILDING,2020-05-02 08:30:00
Level 4 Power Demand,0.0,,,,TIC BUILDING,2020-05-02 08:30:00
ACB TX2 MAIN INCOMER,33.0,,,,TIC BUILDING,2020-05-02 08:30:00
CHP Heat Meter HM-D-01,,,,70.8,Energy Centre,2020-05-02 08:30:00
HM-CU-01,,,83.11,,Curran Building,2020-05-02 08:30:00
ILC Labs,0.0,,,,TIC BUILDING,2020-05-02 08:30:00
HM-TG-01,,,,72.615,Thomas Graham Building,2020-05-02 08:30:00
CHP Heat Meter HM-D-01,,,90.805,,Energy Centre,2020-05-02 08:30:00
HM-RC-01,,,,55.14,Royal College,2020-05-02 08:30:00
HM-HD-01,,,88.015,,Henry Dyer,2020-05-02 08:30:00
SHD Labs,2.0,,,,TIC BUILDING,2020-05-02 08:30:00
HM-HD-01,,0.0,,,Henry Dyer,2020-05-02 08:30:00
HM-JW-01,,,89.345,,James Weir Building,2020-05-02 08:30:00
HM-RW-01,,,,68.455,SIPBS Robertson Wing (John Arbuthnott),2020-05-02 08:30:00
Level 4 Small Power,3.0,,,,TIC BUILDING,2020-05-02 08:30:00
DH Heat Meter HM-H-01,2410.0,,,,Energy Centre,2020-05-02 08:30:00
HM-SC-01,,0.0,,,Strathclyde Sport,2020-05-02 08:30:00
TIC Fume Cupboard Extracts,6.0,,,,TIC BUILDING,2020-05-02 08:30:00
HM-TG-02,9.4,,,,Thomas Graham Building,2020-05-02 08:30:00
HM-GH-01,,,87.5,,Graham Hills,2020-05-02 08:30:00
Boiler 1 Heat Meter HM-A-01,,,,56.815,Energy Centre,2020-05-02 08:30:00
