meter,energy_kwh,flow_rate_l_per_h,inlet_temp_degc,outlet_temp_degc,site,timestamp
Level 4 Power Demand,0,,,,Building_10,05/05/2020 04:00
HM-TI-01,350,,,,Building_10,05/05/2020 04:00
IOP Labs,0,,,,Building_10,05/05/2020 04:00
HM-JA-01,,,,76.46,Building_4,05/05/2020 04:00
HM-ST-01,100,,,,Building_7,05/05/2020 04:00
HM-SC-01,,,,66.44,Building_11,05/05/2020 04:00
HM-HW-01,,,,69.225,Building2,05/05/2020 04:00
HM-GH-01,790,,,,Building_12,05/05/2020 04:00
Boiler 2 Heat Meter HM-B-01,,0,,,Energy Centre,05/05/2020 04:00
CHP Heat Meter HM-D-01,1330,,,,Energy Centre,05/05/2020 04:00
CHP Heat Meter HM-D-01,,,88.29,,Energy Centre,05/05/2020 04:00
HM-TG-01,,,,72.725,Building_14,05/05/2020 04:00
HM-RC-01,490,,,,Building_6,05/05/2020 04:00
Level 4 Total Power Demand,12435,,,,Building_10,05/05/2020 04:00
FHR Labs,0,,,,Building_10,05/05/2020 04:00
HM-RW-01,183,,,,Building_5,05/05/2020 04:00
HM-SC-01,20,,,,Building_11,05/05/2020 04:00
HM-JW-01,,0,,,Building_3,05/05/2020 04:00
ACB TX1 MAIN INCOMER,19,,,,Building_10,05/05/2020 04:00
Small Power,16.167,,,,Building_10,05/05/2020 04:30
HM-SC-01,80,,,,Building_11,05/05/2020 04:30
CHP Heat Meter HM-D-01,,,,71.605,Energy Centre,05/05/2020 04:30
HM-RW-01,,0,,,Building_5,05/05/2020 04:30
Workshops,1,,,,Building_10,05/05/2020 04:30
HM-TI-01,,,89.92,,Building_10,05/05/2020 04:30
 Lifts,0.045,,,,Building_10,05/05/2020 04:30
Boiler 2 Heat Meter HM-B-01,0,,,,Energy Centre,05/05/2020 04:30
Boiler 2 Heat Meter HM-B-01,,,,64.635,Energy Centre,05/05/2020 04:30
HM-JA-01,90,,,,Building_4,05/05/2020 04:30
CHP Heat Meter HM-D-01,1270,,,,Energy Centre,05/05/2020 04:30
SCA Labs,5,,,,Building_10,05/05/2020 04:30
HM-TG-02,8.9,,,,Building_14,05/05/2020 04:30
HM-HW-01,,0,,,Building2,05/05/2020 04:30
ILC Labs,1,,,,Building_10,05/05/2020 04:30
HM-SC-01,,0,,,Building_11,05/05/2020 04:30
ACB1 TX6 MAIN INCOMER,1,,,,Building_10,05/05/2020 04:30
CHP Heat Meter HM-D-01,,109.415,,,Energy Centre,05/05/2020 04:30
HM-SU-01,,,,12.635,Building_8,05/05/2020 04:30
HM-SC-01,,,,68.91,Building_11,05/05/2020 04:30
Level 4 Small Power,2,,,,Building_10,05/05/2020 04:30
HM-RW-01,,,88.595,,Building_5,05/05/2020 04:30
ACB1 TX5 MAIN INCOMER,1.5,,,,Building_10,05/05/2020 04:30
Boiler 1 Heat Meter HM-A-01,,,,60.37,Energy Centre,05/05/2020 04:30
Boiler 3 Heat Meter HM-C-01,,115.625,,,Energy Centre,05/05/2020 04:30
Level 4 Lighting,1,,,,Building_10,05/05/2020 04:30
Boiler 1 Heat Meter HM-A-01,,,16.88,,Energy Centre,05/05/2020 04:30
Chillers,26,,,,Building_10,05/05/2020 04:30
HM-RC-01,,,,58.75,Building_6,05/05/2020 04:30
HM-TG-02,,,,55.1,Building_14,05/05/2020 04:30
HM-TI-01,,45.345,,,Building_10,05/05/2020 04:30
Boiler 2 Heat Meter HM-B-01,,0,,,Energy Centre,05/05/2020 04:30
DH Heat Meter HM-H-01,,,,69.43,Energy Centre,05/05/2020 04:30
HM-TG-03,,,,57.24,Building_14,05/05/2020 04:30
HM-HW-01,170,,,,Building2,05/05/2020 04:30
HM-TI-01,,,,71.955,Building_10,05/05/2020 04:30
MCCBA1 PV SUPPLY,0,,,,Building_10,05/05/2020 04:30
CMAC Lighting,0.805,,,,Building_10,05/05/2020 04:30
HM-TG-02,,,88.025,,Building_14,05/05/2020 04:30
ACB TX2 MAIN INCOMER,26,,,,Building_10,05/05/2020 04:30
ACB TX1 MAIN INCOMER,17,,,,Building_10,05/05/2020 04:30
HM-JW-01,,0,,,Building_3,05/05/2020 04:30
HM-HD-01,,,49.295,,Building_13,05/05/2020 04:30
HM-CU-01,142,,,,Building_1,05/05/2020 04:30
HM-JA-01,,,89.335,,Building_4,05/05/2020 04:30
HM-ST-01,,0,,,Building_7,05/05/2020 04:30
HM-HD-01,0,,,,Building_13,05/05/2020 04:30
CMAC Power,1,,,,Building_10,05/05/2020 04:30
Level 4 Power Demand,0,,,,Building_10,05/05/2020 04:30
HM-SU-01,0,,,,Building_8,05/05/2020 04:30
HM-TG-03,,0.395,,,Building_14,05/05/2020 04:30
HM-TG-01,170,,,,Building_14,05/05/2020 04:30
HM-RC-01,,24.795,,,Building_6,05/05/2020 04:30
MCP10 - CMAC heating AHUs,2.8,,,,Building_10,05/05/2020 04:30
HM-JW-01,,,,78.635,Building_3,05/05/2020 04:30
HM-RW-01,,,,66.515,Building_5,05/05/2020 04:30
HM-JA-01,,,,76.79,Building_4,05/05/2020 04:30
HM-TG-01,,,88.765,,Building_14,05/05/2020 04:30
HM-RW-01,207,,,,Building_5,05/05/2020 04:30
Boiler 1 Heat Meter HM-A-01,,0,,,Energy Centre,05/05/2020 04:30
IOP Labs,0,,,,Building_10,05/05/2020 04:30
HM-SC-01,,,88.385,,Building_11,05/05/2020 04:30
Auditoriums,2,,,,Building_10,05/05/2020 04:30
HM-TG-03,6.5,,,,Building_14,05/05/2020 04:30
HM-SU-01,,,14.82,,Building_8,05/05/2020 04:30
 Labs,11,,,,Building_10,05/05/2020 04:30
HM-ST-01,90,,,,Building_7,05/05/2020 04:30
ABP Labs,1,,,,Building_10,05/05/2020 04:30
HM-TG-02,,0.488,,,Building_14,05/05/2020 04:30
Kitchens,1,,,,Building_10,05/05/2020 04:30
HM-JW-01,50,,,,Building_3,05/05/2020 04:30
Boiler 3 Heat Meter HM-C-01,213,,,,Energy Centre,05/05/2020 04:30
SHD Labs,2,,,,Building_10,05/05/2020 04:30
HM-HW-01,,,89.15,,Building2,05/05/2020 04:30
BIO Labs,0,,,,Building_10,05/05/2020 04:30
HM-TG-01,,,,72.49,Building_14,05/05/2020 04:30
HM-CU-01,,,,73.74,Building_1,05/05/2020 04:30
AHU,48,,,,Building_10,05/05/2020 04:30
HM-RC-01,440,,,,Building_6,05/05/2020 04:30
HM-TG-03,,,87.975,,Building_14,05/05/2020 04:30
Boiler 2 Heat Meter HM-B-01,,,17.79,,Energy Centre,05/05/2020 04:30
Level 4 Total Power Demand,12515,,,,Building_10,05/05/2020 04:30
PEC Labs,1,,,,Building_10,05/05/2020 04:30
ACBTX4  MAINS INCOMER,62,,,,Building_10,05/05/2020 04:30
HM-HD-01,,,,28.26,Building_13,05/05/2020 04:30
HM-GH-01,250,,,,Building_12,05/05/2020 04:30
HM-ST-01,,,88.085,,Building_7,05/05/2020 04:30
Fume Cupboard Extracts,6,,,,Building_10,05/05/2020 04:30
HM-JA-01,,17.61,,,Building_4,05/05/2020 04:30
HM-CU-01,,22.835,,,Building_1,05/05/2020 04:30
DH Heat Meter HM-H-01,2400,,,,Energy Centre,05/05/2020 04:30
DH Heat Meter HM-H-01,,,89.315,,Energy Centre,05/05/2020 04:30
FHR Labs,1,,,,Building_10,05/05/2020 04:30
IT Communications,8,,,,Building_10,05/05/2020 04:30
Boiler 3 Heat Meter HM-C-01,,,,69.525,Energy Centre,05/05/2020 04:30
Level 9 L&P,0,,,,Building_10,05/05/2020 04:30
HM-TG-01,,14.295,,,Building_14,05/05/2020 04:30
Boiler 3 Heat Meter HM-C-01,,,82.64,,Energy Centre,05/05/2020 04:30
MCP11 - CMAC cooling AHUs,4.8,,,,Building_10,05/05/2020 04:30
HM-HD-01,,0,,,Building_13,05/05/2020 04:30
DH Heat Meter HM-H-01,,277.41,,,Energy Centre,05/05/2020 04:30
HM-GH-01,,,90.255,,Building_12,05/05/2020 04:30
Level 4 IT,2,,,,Building_10,05/05/2020 04:30
HM-ST-01,,,,76.855,Building_7,05/05/2020 04:30
ACBTX3  MAINS INCOMER TX3,86,,,,Building_10,05/05/2020 04:30
HM-JW-01,,,88.79,,Building_3,05/05/2020 04:30
HM-GH-01,,,,72.41,Building_12,05/05/2020 04:30
Boiler 1 Heat Meter HM-A-01,0,,,,Energy Centre,05/05/2020 04:30
HM-GH-01,,49.105,,,Building_12,05/05/2020 04:30
HM-RC-01,,,89.28,,Building_6,05/05/2020 04:30
CHP Heat Meter HM-D-01,,,87.89,,Energy Centre,05/05/2020 04:30
 Lighting,6,,,,Building_10,05/05/2020 04:30
HM-SU-01,,0,,,Building_8,05/05/2020 04:30
Mechanical Plant,97,,,,Building_10,05/05/2020 04:30
HM-TI-01,300,,,,Building_10,05/05/2020 04:30
HM-CU-01,,,87.93,,Building_1,05/05/2020 04:30
Heating pumps,38,,,,Building_10,05/05/2020 04:30
HM-HW-01,,,,69.225,Building2,05/05/2020 04:30
ILC Labs,1,,,,Building_10,05/05/2020 05:00
HM-GH-01,,,89.94,,Building_12,05/05/2020 05:00
HM-JA-01,,17.61,,,Building_4,05/05/2020 05:00
HM-CU-01,146,,,,Building_1,05/05/2020 05:00
CHP Heat Meter HM-D-01,,109.09,,,Energy Centre,05/05/2020 05:00
Chillers,31,,,,Building_10,05/05/2020 05:00
HM-HW-01,150,,,,Building2,05/05/2020 05:00
HM-HW-01,,0,,,Building2,05/05/2020 05:00
Boiler 2 Heat Meter HM-B-01,,,17.66,,Energy Centre,05/05/2020 05:00
HM-JW-01,35,,,,Building_3,05/05/2020 05:00
HM-JW-01,,,87.905,,Building_3,05/05/2020 05:00
MCP11 - CMAC cooling AHUs,5,,,,Building_10,05/05/2020 05:00
HM-ST-01,,0,,,Building_7,05/05/2020 05:00
CHP Heat Meter HM-D-01,,,,69.855,Energy Centre,05/05/2020 05:00
HM-TG-02,9.5,,,,Building_14,05/05/2020 05:00
HM-JA-01,,,,76.79,Building_4,05/05/2020 05:00
Workshops,1,,,,Building_10,05/05/2020 05:00
Kitchens,1,,,,Building_10,05/05/2020 05:00
SCA Labs,4,,,,Building_10,05/05/2020 05:00
HM-CU-01,,,89.54,,Building_1,05/05/2020 05:00
HM-SU-01,,0,,,Building_8,05/05/2020 05:00
HM-TG-02,,,88.25,,Building_14,05/05/2020 05:00
ACB TX1 MAIN INCOMER,17,,,,Building_10,05/05/2020 05:00
DH Heat Meter HM-H-01,2670,,,,Energy Centre,05/05/2020 05:00
HM-TG-01,,22.225,,,Building_14,05/05/2020 05:00
HM-ST-01,,,,76.435,Building_7,05/05/2020 05:00
 Lifts,0.045,,,,Building_10,05/05/2020 05:00
HM-HD-01,,,68.455,,Building_13,05/05/2020 05:00
Level 4 Total Power Demand,12555,,,,Building_10,05/05/2020 05:00
 Lighting,9,,,,Building_10,05/05/2020 05:00
HM-TI-01,,21.79,,,Building_10,05/05/2020 05:00
HM-CU-01,,,,73.175,Building_1,05/05/2020 05:00
Level 4 Power Demand,0,,,,Building_10,05/05/2020 05:00
Boiler 3 Heat Meter HM-C-01,90,,,,Energy Centre,05/05/2020 05:00
HM-SC-01,,0,,,Building_11,05/05/2020 05:00
HM-RC-01,,,,55.15,Building_6,05/05/2020 05:00
HM-TG-03,,,,57.195,Building_14,05/05/2020 05:00
HM-JA-01,,,89.335,,Building_4,05/05/2020 05:00
ABP Labs,1,,,,Building_10,05/05/2020 05:00
HM-ST-01,100,,,,Building_7,05/05/2020 05:00
Boiler 2 Heat Meter HM-B-01,0,,,,Energy Centre,05/05/2020 05:00
Boiler 2 Heat Meter HM-B-01,,0,,,Energy Centre,05/05/2020 05:00
HM-SU-01,,,,12.5,Building_8,05/05/2020 05:00
Boiler 2 Heat Meter HM-B-01,,,,63.68,Energy Centre,05/05/2020 05:00
HM-GH-01,,,,73.38,Building_12,05/05/2020 05:00
CMAC Power,1,,,,Building_10,05/05/2020 05:00
HM-SU-01,,,14.685,,Building_8,05/05/2020 05:00
HM-RW-01,188,,,,Building_5,05/05/2020 05:00
HM-RC-01,500,,,,Building_6,05/05/2020 05:00
HM-TG-01,,,88.855,,Building_14,05/05/2020 05:00
HM-CU-01,,22.115,,,Building_1,05/05/2020 05:00
HM-HD-01,,0,,,Building_13,05/05/2020 05:00
DH Heat Meter HM-H-01,,268.735,,,Energy Centre,05/05/2020 05:00
Boiler 3 Heat Meter HM-C-01,,,79.11,,Energy Centre,05/05/2020 05:00
HM-SC-01,,,88.715,,Building_11,05/05/2020 05:00
HM-TI-01,,,89.265,,Building_10,05/05/2020 05:00
ACB1 TX5 MAIN INCOMER,1.5,,,,Building_10,05/05/2020 05:00
HM-JW-01,,,,78.27,Building_3,05/05/2020 05:00
SHD Labs,2,,,,Building_10,05/05/2020 05:00
HM-HD-01,76,,,,Building_13,05/05/2020 05:00
Boiler 1 Heat Meter HM-A-01,,,,59.7,Energy Centre,05/05/2020 05:00
DH Heat Meter HM-H-01,,,,70.32,Energy Centre,05/05/2020 05:00
ACB1 TX6 MAIN INCOMER,1,,,,Building_10,05/05/2020 05:00
Boiler 3 Heat Meter HM-C-01,,113.19,,,Energy Centre,05/05/2020 05:00
MCP10 - CMAC heating AHUs,2.8,,,,Building_10,05/05/2020 05:00
CMAC Lighting,0.31,,,,Building_10,05/05/2020 05:00
Fume Cupboard Extracts,6,,,,Building_10,05/05/2020 05:00
Boiler 3 Heat Meter HM-C-01,,,,69.62,Energy Centre,05/05/2020 05:00
HM-HW-01,,,88.69,,Building2,05/05/2020 05:00
HM-HD-01,,,,48.83,Building_13,05/05/2020 05:00
BIO Labs,0,,,,Building_10,05/05/2020 05:00
HM-TG-03,,,88.185,,Building_14,05/05/2020 05:00
HM-RW-01,,,,65.725,Building_5,05/05/2020 05:00
 Labs,10,,,,Building_10,05/05/2020 05:00
HM-GH-01,220,,,,Building_12,05/05/2020 05:00
IOP Labs,0,,,,Building_10,05/05/2020 05:00
Auditoriums,3,,,,Building_10,05/05/2020 05:00
HM-TG-03,,0.401,,,Building_14,05/05/2020 05:00
HM-SC-01,40,,,,Building_11,05/05/2020 05:00
HM-ST-01,,,89.7,,Building_7,05/05/2020 05:00
Mechanical Plant,101,,,,Building_10,05/05/2020 05:00
HM-JA-01,90,,,,Building_4,05/05/2020 05:00
Level 4 Small Power,3,,,,Building_10,05/05/2020 05:00
HM-JW-01,,0,,,Building_3,05/05/2020 05:00
MCCBA1 PV SUPPLY,0,,,,Building_10,05/05/2020 05:00
Boiler 1 Heat Meter HM-A-01,,0,,,Energy Centre,05/05/2020 05:00
HM-TG-01,,,,71.295,Building_14,05/05/2020 05:00
Boiler 1 Heat Meter HM-A-01,0,,,,Energy Centre,05/05/2020 05:00
HM-GH-01,,69.435,,,Building_12,05/05/2020 05:00
ACBTX4  MAINS INCOMER,63,,,,Building_10,05/05/2020 05:00
PEC Labs,2,,,,Building_10,05/05/2020 05:00
CHP Heat Meter HM-D-01,1330,,,,Energy Centre,05/05/2020 05:00
HM-TI-01,300,,,,Building_10,05/05/2020 05:00
Small Power,17.167,,,,Building_10,05/05/2020 05:00
HM-HW-01,,,,69.3,Building2,05/05/2020 05:00
Level 4 Lighting,1,,,,Building_10,05/05/2020 05:00
AHU,53,,,,Building_10,05/05/2020 05:00
ACB TX2 MAIN INCOMER,27,,,,Building_10,05/05/2020 05:00
Level 9 L&P,0,,,,Building_10,05/05/2020 05:00
HM-SU-01,0,,,,Building_8,05/05/2020 05:00
DH Heat Meter HM-H-01,,,88.57,,Energy Centre,05/05/2020 05:00
Heating pumps,39,,,,Building_10,05/05/2020 05:00
HM-RC-01,,,88.9,,Building_6,05/05/2020 05:00
HM-RW-01,,,89.615,,Building_5,05/05/2020 05:00
CHP Heat Meter HM-D-01,,,89.435,,Energy Centre,05/05/2020 05:00
IT Communications,6,,,,Building_10,05/05/2020 05:00
HM-TG-03,6.7,,,,Building_14,05/05/2020 05:00
Boiler 1 Heat Meter HM-A-01,,,16.73,,Energy Centre,05/05/2020 05:00
HM-TG-02,,,,55.055,Building_14,05/05/2020 05:00
ACBTX3  MAINS INCOMER TX3,95,,,,Building_10,05/05/2020 05:00
Level 4 IT,0,,,,Building_10,05/05/2020 05:00
HM-RC-01,,36.74,,,Building_6,05/05/2020 05:00
HM-SC-01,,,,68.89,Building_11,05/05/2020 05:00
HM-RW-01,,0,,,Building_5,05/05/2020 05:00
HM-TG-01,220,,,,Building_14,05/05/2020 05:00
FHR Labs,0,,,,Building_10,05/05/2020 05:00
HM-TG-02,,0.485,,,Building_14,05/05/2020 05:00
HM-TI-01,,,,72.825,Building_10,05/05/2020 05:00
HM-TG-01,,,,70.645,Building_14,05/05/2020 05:30
HM-SU-01,,,,12.355,Building_8,05/05/2020 05:30
HM-CU-01,124,,,,Building_1,05/05/2020 05:30
HM-ST-01,,,,75.99,Building_7,05/05/2020 05:30
Level 4 Lighting,1,,,,Building_10,05/05/2020 05:30
Small Power,15.167,,,,Building_10,05/05/2020 05:30
Auditoriums,2,,,,Building_10,05/05/2020 05:30
HM-RC-01,670,,,,Building_6,05/05/2020 05:30
DH Heat Meter HM-H-01,,199.38,,,Energy Centre,05/05/2020 05:30
SCA Labs,3,,,,Building_10,05/05/2020 05:30
ABP Labs,2,,,,Building_10,05/05/2020 05:30
Level 4 Total Power Demand,12490,,,,Building_10,05/05/2020 05:30
HM-TG-02,,,87.385,,Building_14,05/05/2020 05:30
Level 4 Power Demand,0,,,,Building_10,05/05/2020 05:30
Fume Cupboard Extracts,5,,,,Building_10,05/05/2020 05:30
HM-RC-01,,37.95,,,Building_6,05/05/2020 05:30
HM-HD-01,,0,,,Building_13,05/05/2020 05:30
MCP10 - CMAC heating AHUs,3,,,,Building_10,05/05/2020 05:30
HM-GH-01,,,,74.79,Building_12,05/05/2020 05:30
HM-TG-01,230,,,,Building_14,05/05/2020 05:30
HM-TI-01,,35.255,,,Building_10,05/05/2020 05:30
ACB TX2 MAIN INCOMER,26,,,,Building_10,05/05/2020 05:30
 Lifts,0.045,,,,Building_10,05/05/2020 05:30
HM-JW-01,,,87.905,,Building_3,05/05/2020 05:30
Boiler 3 Heat Meter HM-C-01,,226.86,,,Energy Centre,05/05/2020 05:30
DH Heat Meter HM-H-01,2560,,,,Energy Centre,05/05/2020 05:30
ILC Labs,1,,,,Building_10,05/05/2020 05:30
HM-TG-01,,,88.375,,Building_14,05/05/2020 05:30
CMAC Power,5,,,,Building_10,05/05/2020 05:30
HM-JW-01,,0,,,Building_3,05/05/2020 05:30
Boiler 3 Heat Meter HM-C-01,,,,70.21,Energy Centre,05/05/2020 05:30
HM-RW-01,,,89.26,,Building_5,05/05/2020 05:30
HM-ST-01,,0,,,Building_7,05/05/2020 05:30
HM-HW-01,,,,69.42,Building2,05/05/2020 05:30
MCP11 - CMAC cooling AHUs,4.8,,,,Building_10,05/05/2020 05:30
HM-SC-01,,0,,,Building_11,05/05/2020 05:30
 Labs,16,,,,Building_10,05/05/2020 05:30
HM-SU-01,0,,,,Building_8,05/05/2020 05:30
BIO Labs,3,,,,Building_10,05/05/2020 05:30
HM-ST-01,,,89.285,,Building_7,05/05/2020 05:30
ACBTX4  MAINS INCOMER,60,,,,Building_10,05/05/2020 05:30
HM-JW-01,35,,,,Building_3,05/05/2020 05:30
HM-TI-01,,,88.35,,Building_10,05/05/2020 05:30
DH Heat Meter HM-H-01,,,,70.02,Energy Centre,05/05/2020 05:30
HM-JA-01,,,,76.94,Building_4,05/05/2020 05:30
HM-SU-01,,,14.565,,Building_8,05/05/2020 05:30
HM-GH-01,230,,,,Building_12,05/05/2020 05:30
HM-TG-02,,0.509,,,Building_14,05/05/2020 05:30
HM-RC-01,,,86.46,,Building_6,05/05/2020 05:30
CHP Heat Meter HM-D-01,,,,70.105,Energy Centre,05/05/2020 05:30
Heating pumps,39,,,,Building_10,05/05/2020 05:30
Chillers,24,,,,Building_10,05/05/2020 05:30
HM-RC-01,,,,53.805,Building_6,05/05/2020 05:30
HM-TI-01,,,,71.96,Building_10,05/05/2020 05:30
Mechanical Plant,99,,,,Building_10,05/05/2020 05:30
HM-HW-01,160,,,,Building2,05/05/2020 05:30
HM-TG-01,,39.6,,,Building_14,05/05/2020 05:30
HM-TG-03,,,87.35,,Building_14,05/05/2020 05:30
HM-JA-01,,,88.935,,Building_4,05/05/2020 05:30
HM-GH-01,,39.645,,,Building_12,05/05/2020 05:30
DH Heat Meter HM-H-01,,,89.065,,Energy Centre,05/05/2020 05:30
IOP Labs,0,,,,Building_10,05/05/2020 05:30
Kitchens,1,,,,Building_10,05/05/2020 05:30
HM-TI-01,320,,,,Building_10,05/05/2020 05:30
HM-CU-01,,,89.14,,Building_1,05/05/2020 05:30
HM-SU-01,,0,,,Building_8,05/05/2020 05:30
HM-JW-01,,,,78.27,Building_3,05/05/2020 05:30
HM-GH-01,,,86.51,,Building_12,05/05/2020 05:30
CMAC Lighting,0,,,,Building_10,05/05/2020 05:30
HM-TG-02,,,,55.17,Building_14,05/05/2020 05:30
HM-CU-01,,32.95,,,Building_1,05/05/2020 05:30
SHD Labs,2,,,,Building_10,05/05/2020 05:30
MCCBA1 PV SUPPLY,1,,,,Building_10,05/05/2020 05:30
HM-RW-01,217,,,,Building_5,05/05/2020 05:30
HM-SC-01,,,,68.27,Building_11,05/05/2020 05:30
HM-JA-01,170,,,,Building_4,05/05/2020 05:30
 Lighting,5,,,,Building_10,05/05/2020 05:30
HM-RW-01,,,,65.08,Building_5,05/05/2020 05:30
ACBTX3  MAINS INCOMER TX3,90,,,,Building_10,05/05/2020 05:30
Boiler 1 Heat Meter HM-A-01,0,,,,Energy Centre,05/05/2020 05:30
HM-HW-01,,,88.345,,Building2,05/05/2020 05:30
HM-HD-01,,,,71.31,Building_13,05/05/2020 05:30
CHP Heat Meter HM-D-01,,,90.455,,Energy Centre,05/05/2020 05:30
HM-RW-01,,0,,,Building_5,05/05/2020 05:30
PEC Labs,2,,,,Building_10,05/05/2020 05:30
Boiler 2 Heat Meter HM-B-01,0,,,,Energy Centre,05/05/2020 05:30
Boiler 2 Heat Meter HM-B-01,,,17.525,,Energy Centre,05/05/2020 05:30
IT Communications,10,,,,Building_10,05/05/2020 05:30
Level 4 Small Power,1,,,,Building_10,05/05/2020 05:30
ACB TX1 MAIN INCOMER,17,,,,Building_10,05/05/2020 05:30
Boiler 1 Heat Meter HM-A-01,,0,,,Energy Centre,05/05/2020 05:30
Boiler 1 Heat Meter HM-A-01,,,16.595,,Energy Centre,05/05/2020 05:30
HM-TG-03,,,,57.055,Building_14,05/05/2020 05:30
HM-HD-01,7.25,,,,Building_13,05/05/2020 05:30
FHR Labs,1,,,,Building_10,05/05/2020 05:30
Level 9 L&P,1,,,,Building_10,05/05/2020 05:30
Boiler 3 Heat Meter HM-C-01,2607,,,,Energy Centre,05/05/2020 05:30
HM-HD-01,,,87.915,,Building_13,05/05/2020 05:30
Workshops,2,,,,Building_10,05/05/2020 05:30
HM-TG-03,,0.412,,,Building_14,05/05/2020 05:30
Boiler 2 Heat Meter HM-B-01,,,,62.725,Energy Centre,05/05/2020 05:30
HM-JA-01,,57.395,,,Building_4,05/05/2020 05:30
AHU,51,,,,Building_10,05/05/2020 05:30
Level 4 IT,2,,,,Building_10,05/05/2020 05:30
CHP Heat Meter HM-D-01,1320,,,,Energy Centre,05/05/2020 05:30
Boiler 2 Heat Meter HM-B-01,,0,,,Energy Centre,05/05/2020 05:30
Boiler 3 Heat Meter HM-C-01,,,86.885,,Energy Centre,05/05/2020 05:30
HM-HW-01,,0,,,Building2,05/05/2020 05:30
CHP Heat Meter HM-D-01,,107.335,,,Energy Centre,05/05/2020 05:30
HM-ST-01,110,,,,Building_7,05/05/2020 05:30
ACB1 TX5 MAIN INCOMER,2,,,,Building_10,05/05/2020 05:30
HM-TG-02,8.9,,,,Building_14,05/05/2020 05:30
HM-SC-01,70,,,,Building_11,05/05/2020 05:30
ACB1 TX6 MAIN INCOMER,2,,,,Building_10,05/05/2020 05:30
HM-SC-01,,,89.08,,Building_11,05/05/2020 05:30
HM-TG-03,6.6,,,,Building_14,05/05/2020 05:30
HM-CU-01,,,,72.645,Building_1,05/05/2020 05:30
Boiler 1 Heat Meter HM-A-01,,,,59.135,Energy Centre,05/05/2020 05:30
Mechanical Plant,101,,,,Building_10,05/05/2020 06:00
HM-TG-03,,0.383,,,Building_14,05/05/2020 06:00
HM-TG-02,,,87.74,,Building_14,05/05/2020 06:00
ACB TX2 MAIN INCOMER,28,,,,Building_10,05/05/2020 06:00
HM-SC-01,130,,,,Building_11,05/05/2020 06:00
Level 4 Total Power Demand,12530,,,,Building_10,05/05/2020 06:00
Fume Cupboard Extracts,6,,,,Building_10,05/05/2020 06:00
HM-HD-01,,,,71.31,Building_13,05/05/2020 06:00
DH Heat Meter HM-H-01,,,90.04,,Energy Centre,05/05/2020 06:00
HM-HW-01,,,,69.38,Building2,05/05/2020 06:00
CHP Heat Meter HM-D-01,,,,68.82,Energy Centre,05/05/2020 06:00
HM-ST-01,,,87.685,,Building_7,05/05/2020 06:00
HM-HD-01,,,87.915,,Building_13,05/05/2020 06:00
HM-TG-02,,,,55.125,Building_14,05/05/2020 06:00
ABP Labs,1,,,,Building_10,05/05/2020 06:00
SCA Labs,5,,,,Building_10,05/05/2020 06:00
ILC Labs,1,,,,Building_10,05/05/2020 06:00
Boiler 3 Heat Meter HM-C-01,,,90.07,,Energy Centre,05/05/2020 06:00
CMAC Power,3,,,,Building_10,05/05/2020 06:00
Level 4 Lighting,0,,,,Building_10,05/05/2020 06:00
IT Communications,7,,,,Building_10,05/05/2020 06:00
Boiler 2 Heat Meter HM-B-01,,,,61.93,Energy Centre,05/05/2020 06:00
HM-SC-01,,0,,,Building_11,05/05/2020 06:00
CHP Heat Meter HM-D-01,,,88.875,,Energy Centre,05/05/2020 06:00
Boiler 1 Heat Meter HM-A-01,0,,,,Energy Centre,05/05/2020 06:00
HM-TG-01,,,88.6,,Building_14,05/05/2020 06:00
HM-JW-01,,0,,,Building_3,05/05/2020 06:00
DH Heat Meter HM-H-01,,174.225,,,Energy Centre,05/05/2020 06:00
HM-JW-01,60,,,,Building_3,05/05/2020 06:00
HM-CU-01,,,86.815,,Building_1,05/05/2020 06:00
HM-JA-01,,39.785,,,Building_4,05/05/2020 06:00
HM-JA-01,,,88.18,,Building_4,05/05/2020 06:00
HM-TG-03,,,,57.14,Building_14,05/05/2020 06:00
ACB TX1 MAIN INCOMER,18,,,,Building_10,05/05/2020 06:00
HM-ST-01,110,,,,Building_7,05/05/2020 06:00
Level 4 Small Power,3,,,,Building_10,05/05/2020 06:00
MCP10 - CMAC heating AHUs,2.8,,,,Building_10,05/05/2020 06:00
HM-SU-01,,,14.455,,Building_8,05/05/2020 06:00
 Lifts,0.045,,,,Building_10,05/05/2020 06:00
ACBTX3  MAINS INCOMER TX3,93,,,,Building_10,05/05/2020 06:00
Boiler 1 Heat Meter HM-A-01,,0,,,Energy Centre,05/05/2020 06:00
HM-TG-03,,,87.675,,Building_14,05/05/2020 06:00
HM-TG-01,,,,70.995,Building_14,05/05/2020 06:00
CHP Heat Meter HM-D-01,,108.005,,,Energy Centre,05/05/2020 06:00
Workshops,2,,,,Building_10,05/05/2020 06:00
HM-JA-01,170,,,,Building_4,05/05/2020 06:00
Boiler 2 Heat Meter HM-B-01,,,17.405,,Energy Centre,05/05/2020 06:00
Level 4 Power Demand,0,,,,Building_10,05/05/2020 06:00
CHP Heat Meter HM-D-01,730,,,,Energy Centre,05/05/2020 06:00
Boiler 3 Heat Meter HM-C-01,,113.67,,,Energy Centre,05/05/2020 06:00
HM-TG-02,9.6,,,,Building_14,05/05/2020 06:00
HM-HD-01,,0,,,Building_13,05/05/2020 06:00
